Rank,Release Group,Worldwide,Domestic ($),Domestic %,Foriegn ($),Foriegn %
67,The Program,"$23,032,565","$23,032,565",100%,-,-
68,Guilty as Sin,"$22,866,222","$22,866,222",100%,-,-
69,Rudy,"$22,750,363","$22,750,363",100%,-,-
70,Much Ado About Nothing,"$22,549,338","$22,549,338",100%,-,-
71,Nowhere to Run,"$22,189,039","$22,189,039",100%,-,-
72,Like Water for Chocolate,"$21,665,468","$21,665,468",100%,-,-
73,Coneheads,"$21,274,717","$21,274,717",100%,-,-
74,Super Mario Bros.,"$20,915,465","$20,915,465",100%,-,-
75,Another Stakeout,"$20,208,496","$20,208,496",100%,-,-
76,Fire in the Sky,"$19,885,552","$19,885,552",100%,-,-
77,Sniper,"$18,994,653","$18,994,653",100%,-,-
78,Untamed Heart,"$18,898,806","$18,898,806",100%,-,-
79,Geronimo: An American Legend,"$18,635,620","$18,635,620",100%,-,-
80,Posse,"$18,289,763","$18,289,763",100%,-,-
81,CB4,"$17,953,778","$17,953,778",100%,-,-
82,Born Yesterday,"$17,952,857","$17,952,857",100%,-,-
83,A Bronx Tale,"$17,287,898","$17,287,898",100%,-,-
84,Sidekicks,"$17,180,393","$17,180,393",100%,-,-
85,Heart and Souls,"$16,589,540","$16,589,540",100%,-,-
86,Jason Goes to Hell: The Final Friday,"$15,935,068","$15,935,068",100%,-,-
87,Needful Things,"$15,185,672","$15,185,672",100%,-,-
88,Indian Summer,"$14,904,910","$14,904,910",100%,-,-
89,The Vanishing,"$14,543,394","$14,543,394",100%,-,-
90,The Crush,"$13,609,396","$13,609,396",100%,-,-
91,Body of Evidence,"$13,273,595","$13,273,595",100%,-,-
92,Man's Best Friend,"$12,974,636","$12,974,636",100%,-,-
93,A Far Off Place,"$12,890,752","$12,890,752",100%,-,-
94,Weekend at Bernie's II,"$12,741,891","$12,741,891",100%,-,-
95,Judgment Night,"$12,526,677","$12,526,677",100%,-,-
96,Life with Mikey,"$12,440,858","$12,440,858",100%,-,-
97,Undercover Blues,"$12,324,660","$12,324,660",100%,-,-
98,True Romance,"$12,281,551","$12,281,551",100%,-,-
99,Strictly Ballroom,"$11,738,022","$11,738,022",100%,-,-
100,So I Married an Axe Murderer,"$11,585,483","$11,585,483",100%,-,-
101,Army of Darkness,"$11,502,976","$11,502,976",100%,-,-
102,Manhattan Murder Mystery,"$11,330,911","$11,330,911",100%,-,-
103,Who's the Man?,"$11,299,730","$11,299,730",100%,-,-
104,For Love or Money,"$11,146,270","$11,146,270",100%,-,-
105,Mad Dog and Glory,"$11,081,586","$11,081,586",100%,-,-
106,Gettysburg,"$10,769,960","$10,769,960",100%,-,-
107,RoboCop 3,"$10,696,210","$10,696,210",100%,-,-
108,The Dark Half,"$10,611,160","$10,611,160",100%,-,-
109,Look Who's Talking Now,"$10,340,263","$10,340,263",100%,-,-
110,Boiling Point,"$10,058,318","$10,058,318",100%,-,-
111,What's Eating Gilbert Grape,"$10,032,765","$10,032,765",100%,-,-
112,Amos & Andrew,"$9,745,803","$9,745,803",100%,-,-
113,Flesh and Bone,"$9,709,451","$9,709,451",100%,-,-
114,Matinee,"$9,532,895","$9,532,895",100%,-,-
115,We're Back! A Dinosaur's Story,"$9,317,021","$9,317,021",100%,-,-
116,Lost in Yonkers,"$9,285,189","$9,285,189",100%,-,-
117,Leprechaun,"$8,556,940","$8,556,940",100%,-,-
118,Mr. Jones,"$8,345,845","$8,345,845",100%,-,-
119,Aspen Extreme,"$8,041,049","$8,041,049",100%,-,-
120,The Meteor Man,"$8,016,708","$8,016,708",100%,-,-
121,Dazed and Confused,"$7,993,039","$7,993,039",100%,-,-
122,Fatal Instinct,"$7,839,327","$7,839,327",100%,-,-
123,Lorenzo's Oil,"$7,286,388","$7,286,388",100%,-,-
124,Searching for Bobby Fischer,"$7,266,383","$7,266,383",100%,-,-
125,Fearless,"$6,995,302","$6,995,302",100%,-,-
126,Children of the Corn II: The Final Sacrifice,"$6,980,986","$6,980,986",100%,-,-
127,The Wedding Banquet,"$6,933,459","$6,933,459",100%,-,-
128,Fortress,"$6,739,141","$6,739,141",100%,-,-
129,Best of the Best II,"$6,608,687","$6,608,687",100%,-,-
130,Once Upon a Forest,"$6,582,052","$6,582,052",100%,-,-
131,The Real McCoy,"$6,484,246","$6,484,246",100%,-,-
132,The Temp,"$6,419,876","$6,419,876",100%,-,-
133,Six Degrees of Separation,"$6,405,918","$6,405,918",100%,-,-
134,Short Cuts,"$6,110,979","$6,110,979",100%,-,-
135,The Cemetery Club,"$6,011,745","$6,011,745",100%,-,-
136,Farewell My Concubine,"$5,977,012","$5,216,888",87.3%,"$760,124",12.7%
137,Heaven & Earth,"$5,864,949","$5,864,949",100%,-,-
138,Hear No Evil,"$5,679,569","$5,679,569",100%,-,-
139,Swing Kids,"$5,632,086","$5,632,086",100%,-,-
140,Batman: Mask of the Phantasm,"$5,617,391","$5,617,391",100%,-,-
141,Three of Hearts,"$5,495,507","$5,495,507",100%,-,-
142,Orlando,"$5,319,445","$5,319,445",100%,-,-
143,Jack the Bear,"$5,145,823","$5,145,823",100%,-,-
144,Ghost in the Machine,"$5,086,909","$5,086,909",100%,-,-
145,Surf Ninjas,"$4,916,135","$4,916,135",100%,-,-
146,Into the West,"$4,790,801","$4,790,801",100%,-,-
147,"Blood In, Blood Out","$4,496,583","$4,496,583",100%,-,-
148,Mr. Nanny,"$4,348,572","$4,348,572",100%,-,-
149,This Boy's Life,"$4,104,962","$4,104,962",100%,-,-
150,Warlock: The Armageddon,"$3,902,679","$3,902,679",100%,-,-
151,Tom and Jerry: The Movie,"$3,560,469","$3,560,469",100%,-,-
152,Father Hood,"$3,418,141","$3,418,141",100%,-,-
153,My Boyfriend's Back,"$3,335,984","$3,335,984",100%,-,-
154,Screen Two: The Snapper,"$3,323,524","$3,323,524",100%,-,-
155,Happily Ever After,"$3,299,382","$3,299,382",100%,-,-
156,Only the Strong,"$3,283,371","$3,283,371",100%,-,-
157,Splitting Heirs,"$3,246,063","$3,246,063",100%,-,-
158,Mr. Wonderful,"$3,125,424","$3,125,424",100%,-,-
159,Airborne,"$2,850,263","$2,850,263",100%,-,-
160,The Judas Project,"$2,850,135","$2,850,135",100%,-,-
161,Map of the Human Heart,"$2,806,881","$2,806,881",100%,-,-
162,Hexed,"$2,786,807","$2,786,807",100%,-,-
163,Calendar Girl,"$2,570,550","$2,570,550",100%,-,-
164,Son of the Pink Panther,"$2,438,031","$2,438,031",100%,-,-
165,Kalifornia,"$2,395,231","$2,395,231",100%,-,-
166,Rich in Love,"$2,149,866","$2,149,866",100%,-,-
167,The Nutcracker,"$2,119,994","$2,119,994",100%,-,-
168,Screen Two: The Clothes in the Wardrobe,"$2,106,846","$2,106,846",100%,-,-
169,Married to It,"$2,059,832","$2,059,832",100%,-,-
170,El Mariachi,"$2,040,920","$2,040,920",100%,-,-
171,Nemesis,"$2,001,124","$2,001,124",100%,-,-
172,The Story of Qiu Ju,"$1,890,247","$1,890,247",100%,-,-
173,The Night We Never Met,"$1,884,814","$1,884,814",100%,-,-
174,Boxing Helena,"$1,796,389","$1,796,389",100%,-,-
175,Naked,"$1,769,305","$1,769,305",100%,-,-
176,Carnosaur,"$1,753,979","$1,753,979",100%,-,-
177,A Home of Our Own,"$1,677,807","$1,677,807",100%,-,-
178,Josh and S.A.M.,"$1,640,220","$1,640,220",100%,-,-
179,Black Diamond Rush,"$1,634,386","$1,634,386",100%,-,-
180,Wide Sargasso Sea,"$1,614,784","$1,614,784",100%,-,-
181,Un Coeur en Hiver,"$1,605,437","$1,605,437",100%,-,-
182,M. Butterfly,"$1,498,795","$1,498,795",100%,-,-
183,A Dangerous Woman,"$1,497,222","$1,497,222",100%,-,-
184,Ernest Rides Again,"$1,450,029","$1,450,029",100%,-,-
185,Shadow of the Wolf,"$1,434,174","$1,434,174",100%,-,-
186,Three Colors: Blue,"$1,324,974","$1,324,974",100%,-,-
187,Thirty Two Short Films About Glenn Gould,"$1,319,521","$1,319,521",100%,-,-
188,Baraka,"$1,254,237","$1,254,237",100%,-,-
189,King of the Hill,"$1,214,231","$1,214,231",100%,-,-
190,"Olivier, Olivier","$1,154,476","$1,154,476",100%,-,-
191,Excessive Force,"$1,152,117","$1,152,117",100%,-,-
192,Money for Nothing,"$1,039,824","$1,039,824",100%,-,-
193,The Thing Called Love,"$1,029,721","$1,029,721",100%,-,-
194,Love Field,"$1,014,726","$1,014,726",100%,-,-
195,"We Love It!/The Man Who Yelled/The Stain/Billy Nayer/Little Wolf/The Square of Light/Prehistoric Beast/I Think I Was an Alcoholic/The Sandman/Words, Words, Words/Gahan Wilson's Diner","$1,012,881","$1,012,881",100%,-,-
196,Ruby in Paradise,"$1,001,437","$1,001,437",100%,-,-
197,The Stolen Children,"$931,280","$931,280",100%,-,-
198,Knight Moves,"$923,418","$923,418",100%,-,-
199,The War Room,"$901,668","$901,668",100%,-,-
200,Street Knight,"$841,015","$841,015",100%,-,-
201,The Last Days of Chez Nous,"$831,578","$831,578",100%,-,-
202,"Faraway, So Close!","$810,455","$810,455",100%,-,-
203,Visions of Light,"$799,856","$799,856",100%,-,-
204,The Accompanist,"$769,983","$769,983",100%,-,-
205,"Bodies, Rest & Motion","$764,724","$764,724",100%,-,-
206,Household Saints,"$712,418","$712,418",100%,-,-
207,The Opposite Sex and How to Live with Them,"$690,966","$690,966",100%,-,-
208,Leolo,"$611,703","$611,703",100%,-,-
209,Ruby Cairo,"$608,866","$608,866",100%,-,-
210,Road Scholar,"$597,564","$597,564",100%,-,-
211,The Ballad of Little Jo,"$543,091","$543,091",100%,-,-
212,Sex Is...,"$530,833","$530,833",100%,-,-
213,Just Another Girl on the I.R.T.,"$479,169","$479,169",100%,-,-
214,Especially on Sunday,"$442,676","$442,676",100%,-,-
215,American Heart,"$384,048","$384,048",100%,-,-
216,House of Cards,"$322,871","$322,871",100%,-,-
217,The Music of Chance,"$313,967","$313,967",100%,-,-
218,Ethan Frome,"$296,081","$296,081",100%,-,-
219,Riff-Raff,"$295,444","$295,444",100%,-,-
220,Equinox,"$279,627","$279,627",100%,-,-
221,Wrestling Ernest Hemingway,"$278,720","$278,720",100%,-,-
222,Tokyo Decadence,"$277,845","$277,845",100%,-,-
223,Amongst Friends,"$265,000","$265,000",100%,-,-
224,Dead Alive,"$242,623","$242,623",100%,-,-
225,The Abyss 1993 Special Edition,"$238,737","$238,737",100%,-,-
226,Fifty/Fifty,"$229,041","$229,041",100%,-,-
227,Bopha!,"$212,483","$212,483",100%,-,-
228,Man Bites Dog,"$205,569","$205,569",100%,-,-
229,Romper Stomper,"$175,340","$175,340",100%,-,-
230,No Place to Hide,"$135,004","$135,004",100%,-,-
231,The Saint of Fort Washington,"$134,454","$134,454",100%,-,-
232,The Trial,"$119,267","$119,267",100%,-,-
233,Bank Robber,"$115,842","$115,842",100%,-,-
234,Guncrazy,"$114,516","$114,516",100%,-,-
235,Crush,"$107,792","$107,792",100%,-,-
236,Twenty Bucks,"$89,558","$89,558",100%,-,-
237,It's All True,"$86,980","$86,980",100%,-,-
238,Wilder Napalm,"$84,859","$84,859",100%,-,-
239,The Pickle,"$84,471","$84,471",100%,-,-
240,To Want to Fly,"$78,144","$78,144",100%,-,-
241,Betty,"$58,099","$58,099",100%,-,-
242,Return of the Living Dead III,"$54,207","$54,207",100%,-,-
243,Mac,"$39,437","$39,437",100%,-,-
244,Twist,"$36,875","$36,875",100%,-,-
245,Freaked,"$29,296","$29,296",100%,-,-
246,Morning Glory,"$28,409","$28,409",100%,-,-
247,Wild West,"$24,079","$24,079",100%,-,-
248,Dangerous Game,"$23,671","$23,671",100%,-,-
249,American Friends,"$23,034","$23,034",100%,-,-
250,That Night,"$20,194","$20,194",100%,-,-
251,Deadfall,"$18,369","$18,369",100%,-,-
252,The Last Party,"$11,156","$11,156",100%,-,-
253,Motorama,"$10,535","$10,535",100%,-,-
254,The Hawk,"$8,906","$8,906",100%,-,-
255,By the Sword,"$6,220","$6,220",100%,-,-
256,When the Party's Over,"$3,514","$3,514",100%,-,-
257,Philadelphia Experiment II,"$2,970","$2,970",100%,-,-
258,Children of Fate: Life and Death in a Sicilian Family,"$1,738","$1,738",100%,-,-
