Rank,Release Group,Worldwide,Domestic ($),Domestic %,Foriegn ($),Foriegn %
53,Kiss of the Spider Woman,"$17,005,229","$17,005,229",100%,-,-
54,Death Wish 3,"$16,116,878","$16,116,878",100%,-,-
55,King Solomon's Mines,"$15,057,465","$15,057,465",100%,-,-
56,Baby: Secret of the Lost Legend,"$14,972,297","$14,972,297",100%,-,-
57,Clue,"$14,643,997","$14,643,997",100%,-,-
58,Remo Williams: The Adventure Begins,"$14,393,902","$14,393,902",100%,-,-
59,The Return of the Living Dead,"$14,237,880","$14,237,880",100%,-,-
60,A Chorus Line,"$14,202,899","$14,202,899",100%,-,-
61,Tomboy,"$14,100,000","$14,100,000",100%,-,-
62,Follow That Bird,"$13,961,370","$13,961,370",100%,-,-
63,One Magic Christmas,"$13,677,222","$13,677,222",100%,-,-
64,Cat's Eye,"$13,086,298","$13,086,298",100%,-,-
65,Vision Quest,"$12,993,175","$12,993,175",100%,-,-
66,Real Genius,"$12,952,019","$12,952,019",100%,-,-
67,Perfect,"$12,918,858","$12,918,858",100%,-,-
68,Compromising Positions,"$12,531,831","$12,531,831",100%,-,-
69,Silver Bullet,"$12,361,866","$12,361,866",100%,-,-
70,Enemy Mine,"$12,303,411","$12,303,411",100%,-,-
71,Lifeforce,"$11,603,545","$11,603,545",100%,-,-
72,Just One of the Guys,"$11,528,900","$11,528,900",100%,-,-
73,Star Wars: Episode VI - Return of the Jedi 1985 Re-release,"$11,252,123","$11,252,123",100%,-,-
74,Return to Oz,"$11,137,801","$11,137,801",100%,-,-
75,Krush Groove,"$11,052,713","$11,052,713",100%,-,-
76,Gotcha!,"$10,806,919","$10,806,919",100%,-,-
77,Missing in Action 2: The Beginning,"$10,755,447","$10,755,447",100%,-,-
78,The Purple Rose of Cairo,"$10,631,333","$10,631,333",100%,-,-
79,Moving Violations,"$10,627,754","$10,627,754",100%,-,-
80,After Hours,"$10,609,321","$10,609,321",100%,-,-
81,American Ninja,"$10,499,694","$10,499,694",100%,-,-
82,Better Off Dead...,"$10,297,601","$10,297,601",100%,-,-
83,Lost in America,"$10,179,000","$10,179,000",100%,-,-
84,Once Bitten,"$10,000,000","$10,000,000",100%,-,-
85,Brazil,"$9,929,135","$9,929,135",100%,-,-
86,Explorers,"$9,873,044","$9,873,044",100%,-,-
87,The Journey of Natty Gann,"$9,708,373","$9,708,373",100%,-,-
88,Ghostbusters 1985 Re-release,"$9,389,135","$9,389,135",100%,-,-
89,Tuff Turf,"$9,369,329","$9,369,329",100%,-,-
90,Sweet Dreams,"$9,085,049","$9,085,049",100%,-,-
91,Target,"$9,023,199","$9,023,199",100%,-,-
92,Mischief,"$8,692,426","$8,692,426",100%,-,-
93,The Man with One Red Shoe,"$8,645,411","$8,645,411",100%,-,-
94,That Was Then... This Is Now,"$8,630,068","$8,630,068",100%,-,-
95,Secret Admirer,"$8,622,757","$8,622,757",100%,-,-
96,Stick,"$8,489,518","$8,489,518",100%,-,-
97,Twice in a Lifetime,"$8,402,424","$8,402,424",100%,-,-
98,Fantasia 1985 Re-release,"$8,194,726","$8,194,726",100%,-,-
99,D.A.R.Y.L.,"$7,840,873","$7,840,873",100%,-,-
100,Runaway Train,"$7,683,620","$7,683,620",100%,-,-
101,He-Man and She-Ra: The Secret of the Sword,"$7,660,857","$7,660,857",100%,-,-
102,Into the Night,"$7,562,164","$7,562,164",100%,-,-
103,The Trip to Bountiful,"$7,491,903","$7,491,903",100%,-,-
104,Transylvania 6-5000,"$7,196,872","$7,196,872",100%,-,-
105,Red Sonja,"$6,948,633","$6,948,633",100%,-,-
106,Here Come the Littles,"$6,565,359","$6,565,359",100%,-,-
107,Girls Just Want to Have Fun,"$6,326,051","$6,326,051",100%,-,-
108,Plenty,"$6,148,000","$6,148,000",100%,-,-
109,Rustlers' Rhapsody,"$6,090,497","$6,090,497",100%,-,-
110,Heaven Help Us,"$6,070,794","$6,070,794",100%,-,-
111,Gymkata,"$5,730,596","$5,730,596",100%,-,-
112,Avenging Angel,"$5,622,787","$5,622,787",100%,-,-
113,Creator,"$5,349,607","$5,349,607",100%,-,-
114,King David,"$5,111,099","$5,111,099",100%,-,-
115,Day of the Dead,"$5,000,000","$5,000,000",100%,-,-
116,Gremlins 1985 Re-release,"$4,914,643","$4,914,643",100%,-,-
117,Rainbow Brite and the Star Stealer,"$4,889,971","$4,889,971",100%,-,-
118,The Company of Wolves,"$4,389,334","$4,389,334",100%,-,-
119,The Mean Season,"$4,349,446","$4,349,446",100%,-,-
120,That's Dancing!,"$4,210,938","$4,210,938",100%,-,-
121,My Science Project,"$4,122,748","$4,122,748",100%,-,-
122,Godzilla 1985,"$4,116,395","$4,116,395",100%,-,-
123,The Heavenly Kid,"$3,852,271","$3,852,271",100%,-,-
124,Ran,"$3,607,393","$3,607,393",100%,-,-
125,Turk 182,"$3,594,997","$3,594,997",100%,-,-
126,The Bride,"$3,558,669","$3,558,669",100%,-,-
127,Starchaser: The Legend of Orin,"$3,360,800","$3,360,800",100%,-,-
128,Fraternity Vacation,"$3,333,306","$3,333,306",100%,-,-
129,The Legend of Billie Jean,"$3,099,497","$3,099,497",100%,-,-
130,Rappin',"$2,864,844","$2,864,844",100%,-,-
131,Fast Forward,"$2,791,350","$2,791,350",100%,-,-
132,Hot Moves,"$2,732,684","$2,732,684",100%,-,-
133,Bad Medicine,"$2,685,453","$2,685,453",100%,-,-
134,Maxie,"$2,564,278","$2,564,278",100%,-,-
135,A Private Function,"$2,527,088","$2,527,088",100%,-,-
136,Marie,"$2,507,995","$2,507,995",100%,-,-
137,Dance with a Stranger,"$2,174,622","$2,174,622",100%,-,-
138,Blood Simple,"$2,150,000","$2,150,000",100%,-,-
139,The Quiet Earth,"$2,123,135","$2,123,135",100%,-,-
140,Re-Animator,"$2,023,414","$2,023,414",100%,-,-
141,Warning Sign,"$1,918,117","$1,918,117",100%,-,-
142,Bring on the Night,"$1,890,571","$1,890,571",100%,-,-
143,The Slugger's Wife,"$1,878,561","$1,878,561",100%,-,-
144,Heavenly Bodies,"$1,839,623","$1,839,623",100%,-,-
145,American Flyers,"$1,420,355","$1,420,355",100%,-,-
146,Certain Fury,"$1,381,091","$1,381,091",100%,-,-
147,Gwendoline,"$1,337,274","$1,337,274",100%,-,-
148,The Aviator,"$1,304,192","$1,304,192",100%,-,-
149,Wetherby,"$1,299,985","$1,299,985",100%,-,-
150,Dreamchild,"$1,215,923","$1,215,923",100%,-,-
151,DEFCON-4,"$1,057,064","$1,057,064",100%,-,-
152,The Protector,"$981,817","$981,817",100%,-,-
153,The Hit,"$876,775","$876,775",100%,-,-
154,Fool for Love,"$836,156","$836,156",100%,-,-
155,Lust in the Dust,"$727,639","$727,639",100%,-,-
156,Pumping Iron II: The Women,"$628,050","$628,050",100%,-,-
157,Fever Pitch,"$618,847","$618,847",100%,-,-
158,Code Name: Emerald,"$561,548","$561,548",100%,-,-
159,Joshua Then and Now,"$542,420","$542,420",100%,-,-
160,Mishima: A Life in Four Chapters,"$502,758","$437,547",87%,"$65,211",13%
161,Morons from Outer Space,"$441,137","$441,137",100%,-,-
162,The Holcroft Covenant,"$393,825","$393,825",100%,-,-
163,Subway,"$390,659","$390,659",100%,-,-
164,Sylvester,"$385,687","$385,687",100%,-,-
165,Movers & Shakers,"$372,438","$372,438",100%,-,-
166,Revolution,"$358,574","$358,574",100%,-,-
167,Private Resort,"$331,816","$331,816",100%,-,-
168,Eleni,"$305,102","$305,102",100%,-,-
169,The New Kids,"$199,108","$199,108",100%,-,-
170,The Bay Boy,"$162,364","$162,364",100%,-,-
171,The Doctor and the Devils,"$147,070","$147,070",100%,-,-
172,Petit Con,"$127,426","$127,426",100%,-,-
173,Almost You,"$95,000","$95,000",100%,-,-
174,Fandango,"$91,666","$91,666",100%,-,-
175,Wild Geese II,"$69,342","$69,342",100%,-,-
176,The Official Story,"$29,426","$29,426",100%,-,-
177,Trouble in Mind,"$19,632","$19,632",100%,-,-
178,Smooth Talk,"$16,785","$16,785",100%,-,-
179,When Father Was Away on Business,"$16,131","$16,131",100%,-,-
180,Colonel Redl,"$2,357","$2,357",100%,-,-
