Rank,Release Group,Worldwide,Domestic ($),Domestic %,Foriegn ($),Foriegn %
33,Up Close & Personal,"$100,688,705","$51,088,705",50.7%,"$49,600,000",49.3%
34,One Fine Day,"$97,529,550","$46,151,454",47.3%,"$51,378,096",52.7%
35,The Long Kiss Goodnight,"$89,456,761","$33,447,612",37.4%,"$56,009,149",62.6%
36,Beavis and Butt-Head Do America,"$63,118,386","$63,118,386",100%,-,-
37,Fargo,"$60,611,975","$24,611,975",40.6%,"$36,000,000",59.4%
38,Chain Reaction,"$60,209,334","$21,226,204",35.3%,"$38,983,130",64.7%
39,Jack,"$58,620,973","$58,620,973",100%,-,-
40,The Quest,"$57,400,547","$21,686,547",37.8%,"$35,714,000",62.2%
41,Tin Cup,"$53,854,588","$53,854,588",100%,-,-
42,The Island of Dr. Moreau,"$49,627,779","$27,663,982",55.7%,"$21,963,797",44.3%
43,The Preacher's Wife,"$48,102,795","$48,102,795",100%,-,-
44,Last Man Standing,"$47,267,001","$18,115,927",38.3%,"$29,151,074",61.7%
45,Set It Off,"$41,590,886","$36,461,139",87.7%,"$5,129,747",12.3%
46,Happy Gilmore,"$41,205,099","$38,824,099",94.2%,"$2,381,000",5.8%
47,The Mirror Has Two Faces,"$41,083,864","$41,083,864",100%,-,-
48,The Ghost and the Darkness,"$38,619,405","$38,619,405",100%,-,-
49,Sgt. Bilko,"$37,956,793","$30,356,793",80%,"$7,600,000",20%
50,Down Periscope,"$37,553,752","$25,785,603",68.7%,"$11,768,149",31.3%
51,Shine,"$35,999,081","$35,892,330",99.7%,"$106,751",0.3%
52,A Thin Line Between Love and Hate,"$35,599,803","$34,767,836",97.7%,"$831,967",2.3%
53,The Truth About Cats & Dogs,"$34,861,807","$34,861,807",100%,-,-
54,That Thing You Do!,"$34,585,416","$25,857,416",74.8%,"$8,728,000",25.2%
55,Muppet Treasure Island,"$34,327,391","$34,327,391",100%,-,-
56,Matilda,"$33,459,416","$33,459,416",100%,-,-
57,Homeward Bound II: Lost in San Francisco,"$32,772,492","$32,772,492",100%,-,-
58,Black Sheep,"$32,417,995","$32,417,995",100%,-,-
59,Rumble in the Bronx,"$32,392,047","$32,392,047",100%,-,-
60,Eddie,"$31,387,164","$31,387,164",100%,-,-
61,The Frighteners,"$29,359,216","$16,759,216",57.1%,"$12,600,000",42.9%
62,James and the Giant Peach,"$28,946,127","$28,946,127",100%,-,-
63,Bed of Roses,"$27,315,527","$19,030,691",69.7%,"$8,284,836",30.3%
64,Spy Hard,"$26,960,191","$26,960,191",100%,-,-
65,Eye for an Eye,"$26,877,589","$26,877,589",100%,-,-
66,Harriet the Spy,"$26,570,048","$26,570,048",100%,-,-
67,First Kid,"$26,491,793","$26,491,793",100%,-,-
68,From Dusk Till Dawn,"$25,836,616","$25,836,616",100%,-,-
69,Escape from L.A.,"$25,477,365","$25,477,365",100%,-,-
70,In Love and War,"$25,372,294","$14,481,231",57.1%,"$10,891,063",42.9%
71,Fly Away Home,"$25,143,818","$25,143,818",100%,-,-
72,Kingpin,"$25,023,434","$25,023,434",100%,-,-
73,The Craft,"$24,819,936","$24,819,936",100%,-,-
74,Sling Blade,"$24,444,121","$24,444,121",100%,-,-
75,D3: The Mighty Ducks,"$22,955,097","$22,955,097",100%,-,-
76,The Juror,"$22,754,725","$22,754,725",100%,-,-
77,Bulletproof,"$22,611,954","$21,576,954",95.4%,"$1,035,000",4.6%
78,The Chamber,"$22,540,359","$14,551,359",64.6%,"$7,989,000",35.4%
79,My Fellow Americans,"$22,313,201","$22,313,201",100%,-,-
80,Emma,"$22,231,658","$22,231,658",100%,-,-
81,A Very Brady Sequel,"$21,440,752","$21,440,752",100%,-,-
82,High School High,"$21,302,121","$21,302,121",100%,-,-
83,Multiplicity,"$21,075,014","$21,075,014",100%,-,-
84,Oliver & Company 1996 Re-release,"$20,872,291","$20,872,291",100%,-,-
85,Fear,"$20,831,000","$20,831,000",100%,-,-
86,The Glimmer Man,"$20,351,264","$20,351,264",100%,-,-
87,City Hall,"$20,340,204","$20,340,204",100%,-,-
88,The People vs. Larry Flynt,"$20,300,385","$20,300,385",100%,-,-
89,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"$20,109,115","$20,109,115",100%,-,-
90,Flipper,"$20,080,020","$20,080,020",100%,-,-
91,Mother,"$19,145,198","$19,145,198",100%,-,-
92,Kazaam,"$18,937,262","$18,937,262",100%,-,-
93,The Fan,"$18,626,419","$18,626,419",100%,-,-
94,The Crow: City of Angels,"$17,917,287","$17,917,287",100%,-,-
95,Extreme Measures,"$17,380,126","$17,380,126",100%,-,-
96,The Phantom,"$17,323,326","$17,323,326",100%,-,-
97,Fled,"$17,193,231","$17,193,231",100%,-,-
98,Diabolique,"$17,100,266","$17,100,266",100%,-,-
99,Trainspotting,"$16,491,080","$16,491,080",100%,-,-
100,Supercop,"$16,270,600","$16,270,600",100%,-,-
101,Thinner,"$15,315,484","$15,315,484",100%,-,-
102,The Adventures of Pinocchio,"$15,094,530","$15,094,530",100%,-,-
103,The Substitute,"$14,818,176","$14,818,176",100%,-,-
104,Flirting with Disaster,"$14,702,438","$14,702,438",100%,-,-
105,Maximum Risk,"$14,502,483","$14,502,483",100%,-,-
106,The Arrival,"$14,063,331","$14,063,331",100%,-,-
107,Bio-Dome,"$13,427,615","$13,427,615",100%,-,-
108,Secrets & Lies,"$13,417,292","$13,417,292",100%,-,-
109,Ghosts of Mississippi,"$13,323,144","$13,323,144",100%,-,-
110,The Associate,"$12,844,057","$12,844,057",100%,-,-
111,Mr. Wrong,"$12,825,141","$12,825,141",100%,-,-
112,Marvin's Room,"$12,803,305","$12,803,305",100%,-,-
113,The Evening Star,"$12,767,815","$12,767,815",100%,-,-
114,The Spitfire Grill,"$12,658,486","$12,658,486",100%,-,-
115,Lone Star,"$12,408,986","$12,408,986",100%,-,-
116,Mary Reilly,"$12,379,402","$5,707,094",46.1%,"$6,672,308",53.9%
117,Big Night,"$12,008,376","$12,008,376",100%,-,-
118,Alaska,"$11,829,959","$11,829,959",100%,-,-
119,Mulholland Falls,"$11,526,099","$11,526,099",100%,-,-
120,2 Days in the Valley,"$11,132,210","$11,132,210",100%,-,-
121,Michael Collins,"$11,092,559","$11,092,559",100%,-,-
122,Two If by Sea,"$10,658,278","$10,658,278",100%,-,-
123,Beautiful Girls,"$10,597,759","$10,597,759",100%,-,-
124,White Squall,"$10,292,300","$10,292,300",100%,-,-
125,Sunset Park,"$10,163,782","$10,163,782",100%,-,-
126,A Family Thing,"$10,125,417","$10,125,417",100%,-,-
127,Mrs. Winterbourne,"$10,082,005","$10,082,005",100%,-,-
128,Dunston Checks In,"$9,871,065","$9,871,065",100%,-,-
129,Everyone Says I Love You,"$9,759,200","$9,759,200",100%,-,-
130,She's the One,"$9,538,948","$9,538,948",100%,-,-
131,Hellraiser: Bloodline,"$9,336,886","$9,336,886",100%,-,-
132,Celtic Pride,"$9,255,027","$9,255,027",100%,-,-
133,Before and After,"$8,797,839","$8,797,839",100%,-,-
134,All Dogs Go to Heaven 2,"$8,620,678","$8,620,678",100%,-,-
135,The Rich Man's Wife,"$8,543,587","$8,543,587",100%,-,-
136,Larger Than Life,"$8,315,693","$8,315,693",100%,-,-
137,The Great White Hype,"$8,008,255","$8,008,255",100%,-,-
138,The Crucible,"$7,343,114","$7,343,114",100%,-,-
139,Dear God,"$7,138,523","$7,138,523",100%,-,-
140,House Arrest,"$7,032,782","$7,032,782",100%,-,-
141,Last Dance,"$5,939,449","$5,939,449",100%,-,-
142,Bordello of Blood,"$5,781,045","$5,781,045",100%,-,-
143,Get on the Bus,"$5,754,249","$5,754,249",100%,-,-
144,Screamers,"$5,711,695","$5,711,695",100%,-,-
145,Cold Comfort Farm,"$5,682,429","$5,682,429",100%,-,-
146,The Pallbearer,"$5,656,388","$5,656,388",100%,-,-
147,Jane Eyre,"$5,200,601","$5,200,601",100%,-,-
148,Solo,"$5,107,669","$5,107,669",100%,-,-
149,Heaven's Prisoners,"$5,009,305","$5,009,305",100%,-,-
150,Girl 6,"$4,939,939","$4,939,939",100%,-,-
151,Stealing Beauty,"$4,762,310","$4,722,310",99.2%,"$40,000",0.8%
152,Hamlet,"$4,739,189","$4,708,156",99.3%,"$31,033",0.7%
153,Joe's Apartment,"$4,619,014","$4,619,014",100%,-,-
154,Welcome to the Dollhouse,"$4,569,019","$4,569,019",100%,-,-
155,Swingers,"$4,555,020","$4,555,020",100%,-,-
156,Ed,"$4,422,380","$4,422,380",100%,-,-
157,Bogus,"$4,357,406","$4,357,406",100%,-,-
158,Antonia's Line,"$4,249,321","$4,228,275",99.5%,"$21,046",0.5%
159,To Gillian on Her 37th Birthday,"$4,189,233","$4,189,233",100%,-,-
160,Breaking the Waves,"$3,803,298","$3,803,298",100%,-,-
161,Bound,"$3,802,260","$3,802,260",100%,-,-
162,Barb Wire,"$3,793,614","$3,793,614",100%,-,-
163,Original Gangstas,"$3,718,087","$3,718,087",100%,-,-
164,The Portrait of a Lady,"$3,692,836","$3,692,836",100%,-,-
165,The Trigger Effect,"$3,622,979","$3,622,979",100%,-,-
166,Moll Flanders,"$3,486,957","$3,486,957",100%,-,-
167,Angels and Insects,"$3,414,301","$3,414,301",100%,-,-
168,Carpool,"$3,325,651","$3,325,651",100%,-,-
169,Feeling Minnesota,"$3,124,440","$3,124,440",100%,-,-
170,Basquiat,"$3,011,195","$3,011,195",100%,-,-
171,Unforgettable,"$2,821,671","$2,821,671",100%,-,-
172,When We Were Kings,"$2,789,985","$2,789,985",100%,-,-
173,Crash,"$2,664,812","$2,664,812",100%,-,-
174,Kids in the Hall: Brain Candy,"$2,654,308","$2,654,308",100%,-,-
175,The Stupids,"$2,491,989","$2,491,989",100%,-,-
176,If Lucy Fell,"$2,420,162","$2,420,162",100%,-,-
177,Lawnmower Man 2: Beyond Cyberspace,"$2,409,225","$2,409,225",100%,-,-
178,Once Upon a Time... When We Were Colored,"$2,291,255","$2,291,255",100%,-,-
179,Faithful,"$2,104,439","$2,104,439",100%,-,-
180,Snowriders,"$2,068,490","$2,068,490",100%,-,-
181,Big Bully,"$2,042,530","$2,042,530",100%,-,-
182,Surviving Picasso,"$2,021,348","$2,021,348",100%,-,-
183,Ridicule,"$1,979,768","$1,979,768",100%,-,-
184,Vertigo 1996 Restored 70mm,"$1,967,552","$1,967,552",100%,-,-
185,Race the Sun,"$1,945,552","$1,945,552",100%,-,-
186,I Shot Andy Warhol,"$1,875,527","$1,875,527",100%,-,-
187,Beautiful Thing,"$1,548,120","$1,548,120",100%,-,-
188,Microcosmos,"$1,433,210","$1,433,210",100%,-,-
189,Looking for Richard,"$1,408,575","$1,408,575",100%,-,-
190,The Celluloid Closet,"$1,400,591","$1,400,591",100%,-,-
191,Phat Beach,"$1,383,553","$1,383,553",100%,-,-
192,Kansas City,"$1,356,329","$1,356,329",100%,-,-
193,Nueba Yol 3: Bajo la nueva ley,"$1,354,652","$1,354,652",100%,-,-
194,Anne Frank Remembered,"$1,310,200","$1,310,200",100%,-,-
195,Walking and Talking,"$1,287,480","$1,287,480",100%,-,-
196,The Funeral,"$1,227,324","$1,227,324",100%,-,-
197,Two Much,"$1,141,556","$1,141,556",100%,-,-
198,Bad Moon,"$1,055,525","$1,055,525",100%,-,-
199,Dead Man,"$1,037,847","$1,037,847",100%,-,-
200,The Flower of My Secret,"$1,032,180","$1,032,180",100%,-,-
201,French Twist,"$1,026,646","$1,026,646",100%,-,-
202,Thieves,"$1,018,682","$1,018,682",100%,-,-
203,Wallace and Grommit Festival,"$1,009,577","$1,009,577",100%,-,-
204,Mystery Science Theater 3000: The Movie,"$1,007,306","$1,007,306",100%,-,-
205,Taxi Driver 1996 Re-release,"$962,574","$962,574",100%,-,-
206,Nelly & Monsieur Arnaud,"$950,237","$950,237",100%,-,-
207,Heavy,"$941,414","$941,414",100%,-,-
208,The White Balloon,"$924,940","$924,940",100%,-,-
209,My Favorite Season,"$873,857","$873,857",100%,-,-
210,La Cérémonie,"$873,196","$873,196",100%,-,-
211,Rendezvous in Paris,"$859,059","$859,059",100%,-,-
212,Trees Lounge,"$749,741","$749,741",100%,-,-
213,Stonewall,"$692,400","$692,400",100%,-,-
214,Bloodsport 2,"$684,351","$684,351",100%,-,-
215,Some Mother's Son,"$671,437","$671,437",100%,-,-
216,American Buffalo,"$665,450","$665,450",100%,-,-
217,Grace of My Heart,"$660,313","$660,313",100%,-,-
218,The Visitors,"$659,810","$659,810",100%,-,-
219,It's My Party,"$622,503","$622,503",100%,-,-
220,The Monster,"$615,826","$615,826",100%,-,-
221,Chungking Express,"$600,200","$600,200",100%,-,-
222,Twelfth Night or What You Will,"$588,621","$588,621",100%,-,-
223,Bottle Rocket,"$560,069","$560,069",100%,-,-
224,The Grass Harp,"$559,771","$559,771",100%,-,-
225,Heavy Metal,"$546,545","$546,545",100%,-,-
226,The Young Poisoner's Handbook,"$536,825","$536,825",100%,-,-
227,Boys,"$516,349","$516,349",100%,-,-
228,Ghost in the Shell,"$515,905","$515,905",100%,-,-
229,Girls Town,"$503,667","$503,667",100%,-,-
230,Manny & Lo,"$502,313","$502,313",100%,-,-
231,A Midwinter's Tale,"$469,571","$469,571",100%,-,-
232,Maybe... Maybe Not,"$468,930","$468,930",100%,-,-
233,The Last Supper,"$459,749","$459,749",100%,-,-
234,Azúcar amarga,"$450,060","$450,060",100%,-,-
235,Jude,"$409,144","$409,144",100%,-,-
236,Mother Night,"$403,701","$403,701",100%,-,-
237,The Whole Wide World,"$375,757","$375,757",100%,-,-
238,The Star Maker,"$371,674","$371,674",100%,-,-
239,Palookaville,"$365,284","$365,284",100%,-,-
240,Freeway,"$295,493","$295,493",100%,-,-
241,Carried Away,"$290,978","$290,978",100%,-,-
242,Citizen Ruth,"$285,112","$285,112",100%,-,-
243,Cyclo,"$284,692","$284,692",100%,-,-
244,La Haine,"$280,859","$280,859",100%,-,-
245,Paraíso Perdido,"$272,750","$272,750",100%,-,-
246,Unhook the Stars,"$272,542","$272,542",100%,-,-
247,Foxfire,"$269,300","$269,300",100%,-,-
248,Flirt,"$263,192","$263,192",100%,-,-
249,Cemetery Man,"$253,986","$253,986",100%,-,-
250,A Single Girl,"$230,049","$230,049",100%,-,-
251,Land and Freedom,"$228,800","$228,800",100%,-,-
252,Santa with Muscles,"$220,198","$220,198",100%,-,-
253,Jack & Sarah,"$218,626","$218,626",100%,-,-
254,Man of the Year,"$209,935","$209,935",100%,-,-
255,Getting Away with Murder,"$197,322","$197,322",100%,-,-
256,Infinity,"$195,170","$195,170",100%,-,-
257,Giant 1996 Re-release,"$177,909","$177,909",100%,-,-
258,Small Faces,"$155,239","$155,239",100%,-,-
259,Denise Calls Up,"$148,121","$148,121",100%,-,-
260,A Perfect Candidate,"$134,485","$134,485",100%,-,-
261,For the Moment,"$121,548","$121,548",100%,-,-
262,Mad Dog Time,"$107,874","$107,874",100%,-,-
263,Ed's Next Move,"$106,791","$106,791",100%,-,-
264,The Secret Agent,"$106,606","$106,606",100%,-,-
265,Sweet Nothing,"$102,350","$102,350",100%,-,-
266,Brother of Sleep,"$97,848","$97,848",100%,-,-
267,Butterfly Kiss,"$87,626","$87,626",100%,-,-
268,Frisk,"$87,433","$87,433",100%,-,-
269,Killer: A Journal of Murder,"$82,029","$82,029",100%,-,-
270,The Neon Bible,"$78,072","$78,072",100%,-,-
271,The Search for One-eye Jimmy,"$71,314","$71,314",100%,-,-
272,August,"$69,081","$69,081",100%,-,-
273,Madame Butterfly,"$65,196","$65,196",100%,-,-
274,Losing Chase,"$64,161","$64,161",100%,-,-
275,Love Is All There Is,"$61,875","$61,875",100%,-,-
276,Under the Domim Tree,"$53,532","$53,532",100%,-,-
277,Maggie's Stiletto Sisters,"$51,264","$51,264",100%,-,-
278,The Line King: The Al Hirschfeld Story,"$50,605","$50,605",100%,-,-
279,Curdled,"$49,620","$49,620",100%,-,-
280,The Low Life,"$45,436","$45,436",100%,-,-
281,The War at Home,"$44,722","$44,722",100%,-,-
282,Loaded,"$44,231","$44,231",100%,-,-
283,Dadetown,"$37,092","$37,092",100%,-,-
284,Heidi Fleiss: Hollywood Madam,"$34,402","$34,402",100%,-,-
285,Man with a Plan,"$33,402","$33,402",100%,-,-
286,Catwalk,"$28,672","$28,672",100%,-,-
287,I'm Not Rappaport,"$26,011","$26,011",100%,-,-
288,Normal Life,"$22,891","$22,891",100%,-,-
289,The Sunchaser,"$21,508","$21,508",100%,-,-
290,Small Wonders,"$20,819","$20,819",100%,-,-
291,Of Love and Shadows,"$19,710","$19,710",100%,-,-
292,Somebody to Love,"$18,112","$18,112",100%,-,-
293,Girlfriends,"$18,000","$18,000",100%,-,-
294,Breathing Room,"$16,299","$16,299",100%,-,-
295,Glory Daze,"$15,134","$15,134",100%,-,-
296,A Modern Affair,"$14,286","$14,286",100%,-,-
297,All Things Fair,"$13,128","$13,128",100%,-,-
298,Zero Kelvin,"$10,493","$10,493",100%,-,-
299,Open Season,"$9,481","$9,481",100%,-,-
300,Tarantella,"$6,235","$6,235",100%,-,-
301,Not Bad for a Girl,"$6,152","$6,152",100%,-,-
302,Blue Juice,"$4,535","$4,535",100%,-,-
303,Bird of Prey,"$3,652","$3,652",100%,-,-
304,Tell the Truth and Run: George Seldes and the American Press,"$3,204","$3,204",100%,-,-
305,Shopping,"$3,061","$3,061",100%,-,-
306,The Shot,"$2,970","$2,970",100%,-,-
307,Mercy,"$2,967","$2,967",100%,-,-
308,I Shot a Man in Vegas,"$2,684","$2,684",100%,-,-
309,Eden Valley,"$2,642","$2,642",100%,-,-
310,American Strays,"$1,910","$1,910",100%,-,-
