Rank,Release Group,Worldwide,Domestic ($),Domestic %,Foriegn ($),Foriegn %
54,The Indian in the Cupboard,"$35,656,131","$35,656,131",100%,-,-
55,Money Train,"$35,431,113","$35,431,113",100%,-,-
56,A Goofy Movie,"$35,348,597","$35,348,597",100%,-,-
57,Forget Paris,"$33,177,694","$33,177,694",100%,-,-
58,Tommy Boy,"$32,679,899","$32,679,899",100%,-,-
59,Copycat,"$32,051,917","$32,051,917",100%,-,-
60,Leaving Las Vegas,"$32,029,928","$32,029,928",100%,-,-
61,Rob Roy,"$31,596,911","$31,596,911",100%,-,-
62,Powder,"$30,862,156","$30,862,156",100%,-,-
63,Assassins,"$30,303,072","$30,303,072",100%,-,-
64,Major Payne,"$30,112,050","$29,412,050",97.7%,"$700,000",2.3%
65,Free Willy 2: The Adventure Home,"$30,077,111","$30,077,111",100%,-,-
66,Friday,"$28,215,918","$27,467,564",97.3%,"$748,354",2.7%
67,Billy Madison,"$26,488,734","$25,588,734",96.6%,"$900,000",3.4%
68,Houseguest,"$26,325,256","$26,325,256",100%,-,-
69,Desperado,"$25,405,445","$25,405,445",100%,-,-
70,Operation Dumbo Drop,"$24,670,346","$24,670,346",100%,-,-
71,Dolores Claiborne,"$24,361,867","$24,361,867",100%,-,-
72,Dead Presidents,"$24,147,179","$24,147,179",100%,-,-
73,Virtuosity,"$24,047,675","$24,047,675",100%,-,-
74,Tom and Huck,"$23,920,048","$23,920,048",100%,-,-
75,Boys on the Side,"$23,440,188","$23,440,188",100%,-,-
76,Circle of Friends,"$23,389,975","$23,389,975",100%,-,-
77,The Usual Suspects,"$23,341,568","$23,341,568",100%,-,-
78,Il Postino,"$21,848,932","$21,848,932",100%,-,-
79,To Die For,"$21,284,514","$21,284,514",100%,-,-
80,Tales from the Crypt: Demon Knight,"$21,089,146","$21,089,146",100%,-,-
81,Showgirls,"$20,350,754","$20,350,754",100%,-,-
82,Vampire in Brooklyn,"$19,751,736","$19,751,736",100%,-,-
83,It Takes Two,"$19,474,589","$19,474,589",100%,-,-
84,Johnny Mnemonic,"$19,075,720","$19,075,720",100%,-,-
85,The Quick and the Dead,"$18,636,537","$18,636,537",100%,-,-
86,The Big Green,"$17,736,619","$17,736,619",100%,-,-
87,Heavyweights,"$17,689,177","$17,689,177",100%,-,-
88,Home for the Holidays,"$17,519,169","$17,519,169",100%,-,-
89,Murder in the First,"$17,381,942","$17,381,942",100%,-,-
90,Jury Duty,"$17,014,653","$17,014,653",100%,-,-
91,Devil in a Blue Dress,"$16,140,822","$16,140,822",100%,-,-
92,The Prophecy,"$16,115,878","$16,115,878",100%,-,-
93,Across the Sea of Time,"$16,015,639","$16,015,639",100%,-,-
94,Muriel's Wedding,"$15,482,277","$15,119,639",97.7%,"$362,638",2.3%
95,Mad Love,"$15,453,274","$15,453,274",100%,-,-
96,Halloween: The Curse of Michael Myers,"$15,116,634","$15,116,634",100%,-,-
97,Wings of Courage,"$15,054,636","$15,054,636",100%,-,-
98,Kiss of Death,"$14,942,422","$14,942,422",100%,-,-
99,Candyman: Farewell to the Flesh,"$13,940,383","$13,940,383",100%,-,-
100,Nixon,"$13,681,765","$13,681,765",100%,-,-
101,A Kid in King Arthur's Court,"$13,406,717","$13,406,717",100%,-,-
102,Lord of Illusions,"$13,294,422","$13,294,422",100%,-,-
103,Clockers,"$13,071,518","$13,071,518",100%,-,-
104,Highlander: The Final Dimension,"$12,303,080","$12,303,080",100%,-,-
105,Hideaway,"$12,201,255","$12,201,255",100%,-,-
106,Roommates,"$12,096,881","$12,096,881",100%,-,-
107,Bye Bye Love,"$12,096,673","$12,096,673",100%,-,-
108,Tales from the Hood,"$11,837,928","$11,837,928",100%,-,-
109,Far from Home: The Adventures of Yellow Dog,"$11,642,946","$11,642,946",100%,-,-
110,Fair Game,"$11,534,477","$11,534,477",100%,-,-
111,Balto,"$11,348,324","$11,348,324",100%,-,-
112,My Family,"$11,079,373","$11,079,373",100%,-,-
113,Tall Tale,"$11,047,627","$8,247,627",74.7%,"$2,800,000",25.3%
114,The Englishman Who Went Up a Hill But Came Down a Mountain,"$10,904,930","$10,904,930",100%,-,-
115,Dracula: Dead and Loving It,"$10,772,144","$10,772,144",100%,-,-
116,The Brothers McMullen,"$10,426,506","$10,426,506",100%,-,-
117,The Scarlet Letter,"$10,382,407","$10,382,407",100%,-,-
118,Cutthroat Island,"$10,017,322","$10,017,322",100%,-,-
119,A Little Princess,"$10,015,449","$10,015,449",100%,-,-
120,Jade,"$9,851,610","$9,851,610",100%,-,-
121,The Baby-Sitters Club,"$9,685,976","$9,685,976",100%,-,-
122,Village of the Damned,"$9,418,365","$9,418,365",100%,-,-
123,In the Mouth of Madness,"$8,924,549","$8,924,549",100%,-,-
124,Smoke,"$8,367,636","$8,367,636",100%,-,-
125,Nick of Time,"$8,175,346","$8,175,346",100%,-,-
126,Strange Days,"$7,959,291","$7,959,291",100%,-,-
127,Unstrung Heroes,"$7,929,434","$7,929,434",100%,-,-
128,Bushwhacked,"$7,919,823","$7,919,823",100%,-,-
129,Losing Isaiah,"$7,603,766","$7,603,766",100%,-,-
130,Hackers,"$7,563,728","$7,563,728",100%,-,-
131,The Jerky Boys,"$7,557,877","$7,557,877",100%,-,-
132,The Amazing Panda Adventure,"$7,506,759","$7,506,759",100%,-,-
133,Kids,"$7,412,216","$7,412,216",100%,-,-
134,Three Wishes,"$7,027,517","$7,027,517",100%,-,-
135,Last of the Dogmen,"$7,024,389","$7,024,389",100%,-,-
136,Never Talk to Strangers,"$6,858,261","$6,858,261",100%,-,-
137,Panther,"$6,834,525","$6,834,525",100%,-,-
138,The Hunted,"$6,609,661","$6,609,661",100%,-,-
139,Mighty Aphrodite,"$6,468,498","$6,468,498",100%,-,-
140,The Secret of Roan Inish,"$6,159,269","$6,159,269",100%,-,-
141,Gold Diggers: The Secret of Bear Mountain,"$6,029,091","$6,029,091",100%,-,-
142,The Walking Dead,"$6,014,341","$6,014,341",100%,-,-
143,The Tie That Binds,"$5,830,454","$5,772,529",99%,"$57,925",1%
144,Beyond Rangoon,"$5,750,110","$5,750,110",100%,-,-
145,Before Sunrise,"$5,535,405","$5,535,405",100%,-,-
146,Screen Two: Persuasion,"$5,269,757","$5,269,757",100%,-,-
147,Miami Rhapsody,"$5,221,281","$5,221,281",100%,-,-
148,Top Dog,"$5,093,707","$5,093,707",100%,-,-
149,Angus,"$4,821,759","$4,821,759",100%,-,-
150,Senior Trip,"$4,686,937","$4,686,937",100%,-,-
151,Four Rooms,"$4,257,354","$4,257,354",100%,-,-
152,Exotica,"$4,221,036","$4,221,036",100%,-,-
153,Priest,"$4,165,845","$4,165,845",100%,-,-
154,Tank Girl,"$4,064,495","$4,064,495",100%,-,-
155,Belle de Jour,"$4,037,017","$4,037,017",100%,-,-
156,Restoration,"$4,005,941","$4,005,941",100%,-,-
157,Fluke,"$3,987,768","$3,987,768",100%,-,-
158,The Pebble and the Penguin,"$3,983,912","$3,983,912",100%,-,-
159,Gordy,"$3,941,146","$3,941,146",100%,-,-
160,White Man's Burden,"$3,734,870","$3,734,870",100%,-,-
161,Born to Be Wild,"$3,730,409","$3,730,409",100%,-,-
162,Bad Company,"$3,674,841","$3,674,841",100%,-,-
163,New Jersey Drive,"$3,565,508","$3,565,508",100%,-,-
164,Jeffrey,"$3,487,767","$3,487,767",100%,-,-
165,The Glass Shield,"$3,291,163","$3,291,163",100%,-,-
166,Carrington,"$3,242,342","$3,242,342",100%,-,-
167,Steal Big Steal Little,"$3,150,170","$3,150,170",100%,-,-
168,Crumb,"$3,041,083","$3,041,083",100%,-,-
169,Unzipped,"$2,875,086","$2,875,086",100%,-,-
170,Othello,"$2,844,379","$2,844,379",100%,-,-
171,The Perez Family,"$2,832,826","$2,832,826",100%,-,-
172,Dr. Jekyll and Ms. Hyde,"$2,763,020","$2,763,020",100%,-,-
173,The Show,"$2,702,578","$2,702,578",100%,-,-
174,Richard III,"$2,684,904","$2,684,904",100%,-,-
175,Magic in the Water,"$2,680,717","$2,680,717",100%,-,-
176,The Cure,"$2,568,425","$2,568,425",100%,-,-
177,Moonlight and Valentino,"$2,484,226","$2,484,226",100%,-,-
178,Jefferson in Paris,"$2,473,668","$2,473,668",100%,-,-
179,The Basketball Diaries,"$2,381,087","$2,381,087",100%,-,-
180,Burnt by the Sun,"$2,302,338","$2,302,338",100%,-,-
181,The Incredibly True Adventure of Two Girls in Love,"$2,210,408","$2,210,408",100%,-,-
182,Wild Bill,"$2,193,982","$2,193,982",100%,-,-
183,Mallrats,"$2,122,561","$2,122,561",100%,-,-
184,A Month by the Lake,"$2,101,087","$2,101,087",100%,-,-
185,Shanghai Triad,"$2,086,101","$2,086,101",100%,-,-
186,Strawberry and Chocolate,"$2,084,187","$2,080,805",99.8%,"$3,382",0.2%
187,Shallow Grave,"$2,079,569","$2,079,569",100%,-,-
188,Endless Winter,"$1,966,454","$1,966,454",100%,-,-
189,The City of Lost Children,"$1,781,465","$1,738,611",97.6%,"$42,854",2.4%
190,The Mangler,"$1,781,383","$1,781,383",100%,-,-
191,Once Were Warriors,"$1,608,570","$1,608,570",100%,-,-
192,Farinelli,"$1,573,411","$1,573,411",100%,-,-
193,The Horseman on the Roof,"$1,320,043","$1,320,043",100%,-,-
194,Blue in the Face,"$1,268,636","$1,268,636",100%,-,-
195,Picture Bride,"$1,238,905","$1,238,905",100%,-,-
196,Destiny Turns on the Radio,"$1,176,982","$1,176,982",100%,-,-
197,Mute Witness,"$1,125,910","$1,125,910",100%,-,-
198,Living in Oblivion,"$1,111,790","$1,111,790",100%,-,-
199,Georgia,"$1,110,104","$1,110,104",100%,-,-
200,Little Odessa,"$1,095,885","$1,095,885",100%,-,-
201,Separate Lives,"$961,147","$961,147",100%,-,-
202,Stuart Saves His Family,"$912,082","$912,082",100%,-,-
203,The Crossing Guard,"$868,979","$868,979",100%,-,-
204,Wild Reeds,"$807,775","$807,775",100%,-,-
205,Last Summer in the Hamptons,"$801,984","$801,984",100%,-,-
206,The Sum of Us,"$766,464","$766,464",100%,-,-
207,Before the Rain,"$763,847","$763,847",100%,-,-
208,Double Happiness,"$759,393","$759,393",100%,-,-
209,Amateur,"$757,088","$757,088",100%,-,-
210,Les Misérables,"$740,048","$740,048",100%,-,-
211,Kicking and Screaming,"$718,490","$718,490",100%,-,-
212,Wigstock: The Movie,"$686,152","$686,152",100%,-,-
213,"Cry, the Beloved Country","$670,727","$670,727",100%,-,-
214,The Thief and the Cobbler,"$669,276","$669,276",100%,-,-
215,The Wild Bunch 1995 Re-release,"$638,641","$638,641",100%,-,-
216,Bar Girls,"$573,953","$573,953",100%,-,-
217,Love & Human Remains,"$542,985","$542,985",100%,-,-
218,The Underneath,"$536,023","$536,023",100%,-,-
219,Funny Bones,"$532,268","$532,268",100%,-,-
220,Things to Do in Denver When You're Dead,"$529,766","$529,766",100%,-,-
221,A Great Day in Harlem,"$527,034","$527,034",100%,-,-
222,The Innocent,"$525,955","$525,955",100%,-,-
223,Safe,"$512,245","$512,245",100%,-,-
224,Party Girl,"$472,370","$472,370",100%,-,-
225,Nadja,"$443,169","$443,169",100%,-,-
226,3 Ninjas: Knuckle Up,"$413,479","$413,479",100%,-,-
227,Bandit Queen,"$399,748","$399,748",100%,-,-
228,Search and Destroy,"$389,503","$389,503",100%,-,-
229,Swimming with Sharks,"$382,928","$382,928",100%,-,-
230,A Pyromaniac's Love Story,"$345,972","$345,972",100%,-,-
231,Total Eclipse,"$340,139","$340,139",100%,-,-
232,The Addiction,"$307,308","$307,308",100%,-,-
233,Nico Icon,"$306,691","$306,691",100%,-,-
234,Feast of July,"$293,274","$293,274",100%,-,-
235,The Doom Generation,"$284,785","$284,785",100%,-,-
236,Empire Records,"$273,188","$273,188",100%,-,-
237,An Awfully Big Adventure,"$259,724","$259,724",100%,-,-
238,Theremin: An Electronic Odyssey,"$253,311","$253,311",100%,-,-
239,Lie Down with Dogs,"$240,280","$240,280",100%,-,-
240,Sister My Sister,"$217,881","$217,881",100%,-,-
241,A Pure Formality,"$190,749","$190,749",100%,-,-
242,I Am Cuba,"$168,100","$168,100",100%,-,-
243,Canadian Bacon,"$163,971","$163,971",100%,-,-
244,Stalingrad,"$152,972","$152,972",100%,-,-
245,Pushing Hands,"$152,322","$152,322",100%,-,-
246,Roosters,"$148,919","$148,919",100%,-,-
247,Arizona Dream,"$112,547","$112,547",100%,-,-
248,Frankie Starlight,"$103,365","$103,365",100%,-,-
249,The Stars Fell on Henrietta,"$99,318","$99,318",100%,-,-
250,Martha & Ethel,"$91,874","$91,874",100%,-,-
251,Dance Me Outside,"$66,229","$66,229",100%,-,-
252,S.F.W.,"$63,513","$63,513",100%,-,-
253,Delta of Venus,"$63,174","$63,174",100%,-,-
254,Maya Lin: A Strong Clear Vision,"$62,186","$62,186",100%,-,-
255,Gumby: The Movie,"$57,100","$57,100",100%,-,-
256,Wings of Honneamise,"$55,572","$55,572",100%,-,-
257,Ballot Measure 9,"$53,819","$53,819",100%,-,-
258,Moving the Mountain,"$44,536","$44,536",100%,-,-
259,Texas Chainsaw Massacre: The Next Generation,"$44,272","$44,272",100%,-,-
260,For Better or Worse,"$41,628","$41,628",100%,-,-
261,Brother Minister: The Assassination of Malcolm X,"$41,430","$41,430",100%,-,-
262,Tsahal,"$38,773","$38,773",100%,-,-
263,Heaven's a Drag,"$27,455","$27,455",100%,-,-
264,"Clean, Shaven","$26,351","$26,351",100%,-,-
265,Two Bits,"$26,282","$26,282",100%,-,-
266,Live Nude Girls,"$23,808","$23,808",100%,-,-
267,Midnight Dancers,"$22,480","$22,480",100%,-,-
268,Coldblooded,"$16,198","$16,198",100%,-,-
269,Carmen Miranda: Bananas Is My Business,"$14,528","$14,528",100%,-,-
270,Cruising 1995 Re-release,"$14,495","$14,495",100%,-,-
271,The Journey of August King,"$14,381","$14,381",100%,-,-
272,War of the Buttons,"$12,712","$12,712",100%,-,-
273,Jupiter's Wife,"$10,622","$10,622",100%,-,-
274,"Fast Trip, Long Drop","$10,524","$10,524",100%,-,-
275,Black Is... Black Ain't,"$10,171","$10,171",100%,-,-
276,A Business Affair,"$7,556","$7,556",100%,-,-
277,Too Outrageous Animation,"$7,241","$7,241",100%,-,-
278,Lamb,"$5,076","$5,076",100%,-,-
