Rank,Release Group,Worldwide,Domestic ($),Domestic %,Foriegn ($),Foriegn %
118,Elvira: Mistress of the Dark,"$5,596,267","$5,596,267",100%,-,-
119,Heartbreak Hotel,"$5,509,417","$5,509,417",100%,-,-
120,Monkey Shines,"$5,344,577","$5,344,577",100%,-,-
121,Hero and the Terror,"$5,301,200","$5,301,200",100%,-,-
122,Clara's Heart,"$5,194,491","$5,194,491",100%,-,-
123,Torch Song Trilogy,"$4,868,450","$4,865,997",99.9%,"$2,453",<0.1%
124,The Good Mother,"$4,764,606","$4,764,606",100%,-,-
125,Sunset,"$4,594,452","$4,594,452",100%,-,-
126,Au Revoir les Enfants,"$4,542,825","$4,542,825",100%,-,-
127,Babette's Feast,"$4,398,938","$4,398,938",100%,-,-
128,Bat*21,"$3,966,256","$3,966,256",100%,-,-
129,Memories of Me,"$3,965,604","$3,965,604",100%,-,-
130,Feds,"$3,838,793","$3,838,793",100%,-,-
131,Critters 2,"$3,813,293","$3,813,293",100%,-,-
132,Sweet Hearts Dance,"$3,790,493","$3,790,493",100%,-,-
133,Imagine: John Lennon,"$3,754,125","$3,753,977",100%,$148,<0.1%
134,Dead Heat,"$3,588,626","$3,588,626",100%,-,-
135,Bagdad Cafe,"$3,587,303","$3,587,303",100%,-,-
136,Tougher Than Leather,"$3,582,760","$3,582,760",100%,-,-
137,The New Adventures of Pippi Longstocking,"$3,569,939","$3,569,939",100%,-,-
138,Madame Sousatzka,"$3,548,238","$3,548,238",100%,-,-
139,Things Change,"$3,527,886","$3,527,886",100%,-,-
140,The Big Blue,"$3,500,000","$3,500,000",100%,-,-
141,Talk Radio,"$3,468,572","$3,468,572",100%,-,-
142,Pumpkinhead,"$3,385,516","$3,385,516",100%,-,-
143,Wings of Desire,"$3,212,686","$3,210,139",99.9%,"$2,547",<0.1%
144,Night of the Demons,"$3,109,904","$3,109,904",100%,-,-
145,White Mischief,"$3,107,551","$3,107,551",100%,-,-
146,Dominick and Eugene,"$3,076,031","$3,076,031",100%,-,-
147,Messenger of Death,"$3,074,681","$3,074,681",100%,-,-
148,Running on Empty,"$2,835,116","$2,835,116",100%,-,-
149,The Manchurian Candidate 1988 Re-release,"$2,757,256","$2,757,256",100%,-,-
150,18 Again!,"$2,567,099","$2,567,099",100%,-,-
151,Kansas,"$2,432,536","$2,432,536",100%,-,-
152,A World Apart,"$2,326,860","$2,326,860",100%,-,-
153,Bird,"$2,181,286","$2,181,286",100%,-,-
154,Hello Bombay!,"$2,080,046","$2,080,046",100%,-,-
155,Pelle the Conqueror,"$2,053,931","$2,053,931",100%,-,-
156,The Moderns,"$2,011,497","$2,011,497",100%,-,-
157,Vibes,"$1,883,811","$1,883,811",100%,-,-
158,Stormy Monday,"$1,791,328","$1,791,328",100%,-,-
159,Little Nikita,"$1,733,070","$1,733,070",100%,-,-
160,Lady in White,"$1,705,139","$1,705,139",100%,-,-
161,Vincent: The Life and Death of Vincent Van Gogh,"$1,577,480","$1,577,480",100%,-,-
162,Another Woman,"$1,562,749","$1,562,749",100%,-,-
163,A Handful of Dust,"$1,560,700","$1,560,700",100%,-,-
164,Two Moon Junction,"$1,547,397","$1,547,397",100%,-,-
165,Pascali's Island,"$1,451,857","$1,451,857",100%,-,-
166,Midnight Crossing,"$1,328,001","$1,328,001",100%,-,-
167,Patty Hearst,"$1,223,326","$1,223,326",100%,-,-
168,Mr. North,"$1,221,366","$1,221,366",100%,-,-
169,A Time of Destiny,"$1,212,487","$1,212,487",100%,-,-
170,The Thin Blue Line,"$1,209,846","$1,209,846",100%,-,-
171,The Lair of the White Worm,"$1,189,315","$1,189,315",100%,-,-
172,The Wrong Guys,"$1,152,786","$1,152,786",100%,-,-
173,Aria,"$1,028,679","$1,028,679",100%,-,-
174,Little Dorrit,"$1,025,228","$1,025,228",100%,-,-
175,Five Corners,"$969,205","$969,205",100%,-,-
176,Appointment with Death,"$960,040","$960,040",100%,-,-
177,Watchers,"$940,173","$940,173",100%,-,-
178,Julia and Julia,"$901,364","$901,364",100%,-,-
179,Boyfriends and Girlfriends,"$823,243","$823,243",100%,-,-
180,Waxwork,"$808,114","$808,114",100%,-,-
181,Bulletproof,"$807,947","$807,947",100%,-,-
182,"Sister, Sister","$743,445","$743,445",100%,-,-
183,And God Created Woman,"$717,376","$717,376",100%,-,-
184,Split Decisions,"$695,822","$695,822",100%,-,-
185,Maniac Cop,"$671,382","$671,382",100%,-,-
186,Spellbinder,"$657,446","$657,446",100%,-,-
187,Da,"$644,532","$644,532",100%,-,-
188,Spike of Bensonhurst,"$623,112","$623,112",100%,-,-
189,Powaqqatsi,"$589,244","$589,244",100%,-,-
190,Pound Puppies and the Legend of Big Paw,"$586,938","$586,938",100%,-,-
191,Buster,"$540,000","$540,000",100%,-,-
192,The House on Carroll Street,"$459,824","$459,824",100%,-,-
193,Full Moon in Blue Water,"$450,726","$450,726",100%,-,-
194,Track 29,"$429,028","$429,028",100%,-,-
195,Tiger Warsaw,"$422,667","$422,667",100%,-,-
196,Aloha Summer,"$418,379","$418,379",100%,-,-
197,Some Girls,"$401,421","$401,421",100%,-,-
198,The Decline of Western Civilization Part II: The Metal Years,"$373,743","$373,743",100%,-,-
199,Gandahar,"$370,698","$370,698",100%,-,-
200,The Family,"$346,730","$346,730",100%,-,-
201,The Deceivers,"$346,297","$346,297",100%,-,-
202,Prison,"$345,704","$345,704",100%,-,-
203,It Takes Two,"$344,375","$344,375",100%,-,-
204,Tapeheads,"$343,786","$343,786",100%,-,-
205,World Gone Wild,"$323,947","$323,947",100%,-,-
206,Promised Land,"$316,199","$316,199",100%,-,-
207,The Chocolate War,"$303,624","$303,624",100%,-,-
208,Rent-a-Cop,"$295,000","$295,000",100%,-,-
209,Plain Clothes,"$289,323","$289,323",100%,-,-
210,Illegally Yours,"$259,019","$259,019",100%,-,-
211,Call Me,"$251,819","$251,819",100%,-,-
212,Judgement in Berlin,"$229,556","$229,556",100%,-,-
213,Bellman and True,"$226,944","$226,944",100%,-,-
214,The Year My Voice Broke,"$213,901","$213,901",100%,-,-
215,Beatrice,"$211,821","$211,821",100%,-,-
216,Matador,"$210,318","$206,952",98.4%,"$3,366",1.6%
217,Eat the Rich,"$200,723","$200,723",100%,-,-
218,Mondo New York,"$193,209","$193,209",100%,-,-
219,Miles from Home,"$188,964","$188,964",100%,-,-
220,Rocket Gibraltar,"$187,349","$187,349",100%,-,-
221,Seven Hours to Judgment,"$177,820","$177,820",100%,-,-
222,My Best Friend Is a Vampire,"$174,380","$174,380",100%,-,-
223,Pass the Ammo,"$169,785","$169,785",100%,-,-
224,The Blue Iguana,"$161,398","$161,398",100%,-,-
225,The Beast of War,"$161,004","$161,004",100%,-,-
226,Taffin,"$159,969","$159,969",100%,-,-
227,Gor,"$159,731","$159,731",100%,-,-
228,Distant Thunder,"$156,188","$156,188",100%,-,-
229,Hanna's War,"$139,796","$139,796",100%,-,-
230,The in Crowd,"$136,567","$136,567",100%,-,-
231,Consuming Passions,"$118,206","$118,206",100%,-,-
232,The Kitchen Toto,"$101,807","$101,807",100%,-,-
233,The Telephone,"$99,978","$99,978",100%,-,-
234,Amsterdamned,"$98,003","$98,003",100%,-,-
235,Ghost Town,"$75,000","$75,000",100%,-,-
236,King Lear,"$61,821","$61,821",100%,-,-
237,Love at Stake,"$61,789","$61,789",100%,-,-
238,Pulse,"$40,397","$40,397",100%,-,-
239,A Killing Affair,"$35,000","$35,000",100%,-,-
240,The Lighthorsemen,"$33,779","$33,779",100%,-,-
241,Doin' Time on Planet Earth,"$29,576","$29,576",100%,-,-
242,We Think the World of You,"$20,998","$20,998",100%,-,-
243,Puss in Boots,"$12,951","$12,951",100%,-,-
244,Haunted Summer,"$9,911","$9,911",100%,-,-
245,Missing Link,"$6,127","$6,127",100%,-,-
246,The Prince of Pennsylvania,"$5,415","$5,415",100%,-,-
247,When the Wind Blows,"$5,274","$5,274",100%,-,-
248,After School,"$3,967","$3,967",100%,-,-
249,State Park,$421,$421,100%,-,-
