Rank,Release Group,Worldwide,Domestic ($),Domestic %,Foriegn ($),Foriegn %
72,How to Beat the High Cost of Living,"$7,500,000","$7,500,000",100%,-,-
73,Foxes,"$7,470,348","$7,470,348",100%,-,-
74,The Big Red One,"$7,206,220","$7,206,220",100%,-,-
75,The Stunt Man,"$7,063,886","$7,063,886",100%,-,-
76,Where the Buffalo Roam,"$6,659,377","$6,659,377",100%,-,-
77,The Gong Show Movie,"$6,621,520","$6,621,520",100%,-,-
78,Motel Hell,"$6,342,668","$6,342,668",100%,-,-
79,Little Miss Marker,"$6,321,392","$6,321,392",100%,-,-
80,Oh Heavenly Dog,"$6,216,067","$6,216,067",100%,-,-
81,Divine Madness,"$5,318,098","$5,318,098",100%,-,-
82,In God We Trust (or Gimme That Prime Time Religion),"$5,215,015","$5,215,015",100%,-,-
83,He Knows You're Alone,"$4,875,436","$4,875,436",100%,-,-
84,Coast to Coast,"$4,495,445","$4,495,445",100%,-,-
85,Melvin and Howard,"$4,309,490","$4,309,490",100%,-,-
86,Roadie,"$4,226,370","$4,226,370",100%,-,-
87,Gloria,"$4,059,673","$4,059,673",100%,-,-
88,Jaws 2 1980 Re-release,"$4,028,735","$4,028,735",100%,-,-
89,Kagemusha,"$4,000,000","$4,000,000",100%,-,-
90,Resurrection,"$3,910,019","$3,910,019",100%,-,-
91,Hide in Plain Sight,"$3,806,930","$3,806,930",100%,-,-
92,Guyana: Cult of the Damned,"$3,798,102","$3,798,102",100%,-,-
93,When Time Ran Out...,"$3,763,988","$3,763,988",100%,-,-
94,Heaven's Gate,"$3,484,331","$3,484,331",100%,-,-
95,ffolkes,"$2,993,772","$2,993,772",100%,-,-
96,Midnight Madness,"$2,900,000","$2,900,000",100%,-,-
97,Loving Couples,"$2,806,659","$2,806,659",100%,-,-
98,The Idolmaker,"$2,625,716","$2,625,716",100%,-,-
99,The Black Marble,"$2,500,000","$2,500,000",100%,-,-
100,Gilda Live,"$2,261,507","$2,261,507",100%,-,-
101,Windows,"$2,128,395","$2,128,395",100%,-,-
102,Just Tell Me What You Want,"$2,086,905","$2,086,905",100%,-,-
103,"Bon Voyage, Charlie Brown (and Don't Come Back!!)","$2,013,193","$2,013,193",100%,-,-
104,Carny,"$1,817,720","$1,817,720",100%,-,-
105,When a Stranger Calls 1980 Re-release,"$1,262,052","$1,262,052",100%,-,-
106,Why Would I Lie?,"$1,175,855","$1,175,855",100%,-,-
107,Nijinsky,"$1,047,454","$1,047,454",100%,-,-
108,Heart Beat,"$954,046","$954,046",100%,-,-
109,One-Trick Pony,"$843,215","$843,215",100%,-,-
110,"Those Lips, Those Eyes","$804,713","$804,713",100%,-,-
111,A Small Circle of Friends,"$766,760","$766,760",100%,-,-
112,Leo and Loree,"$517,988","$517,988",100%,-,-
113,Home Movies,"$89,134","$89,134",100%,-,-
114,Phobia,"$59,167","$59,167",100%,-,-
115,Breaking Glass,"$2,471","$2,471",100%,-,-
